BB,BB Smoothed,BP,BP Smoothed,SB,SB Smoothed,VB,VBSmoothed,CycleRAP score,CycleRAP score Smoothed,BB Band,BP Band,SB Band,VB Band,CycleRAP score Band,BB Smoothed.1,BP Smoothed.1,SB Smoothed.1,VB Smoothed
2.25,2.25,2.25,2.25,2.25,2.25,0.0,0.0,6.75,6.75,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,5.9638970262786914,4.472922769709019,2.3610736704046635,1.261913350060399,14.288867722962046,11.69873314604811,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,4.472922769709019,0.16275302971613456,1.261913350060399,9.108598569134172,11.69873314604811,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.7805567180398127,2.6999999999999997,2.7805567180398127,5.3999999999999995,5.135120791345434,0.9488908750380045,1.2149692273452468,11.748890875038004,11.911203454770307,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.7805567180398127,2.6999999999999997,2.7805567180398127,5.3999999999999995,5.135120791345434,0.9488908750380045,1.2149692273452468,11.748890875038004,11.911203454770307,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.7805567180398127,2.6999999999999997,2.7805567180398127,5.3999999999999995,5.135120791345434,0.9488908750380045,1.2149692273452468,11.748890875038004,11.911203454770307,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.7805567180398127,2.6999999999999997,2.7805567180398127,5.3999999999999995,5.135120791345434,0.7939637960203598,1.2149692273452468,11.59396379602036,11.911203454770307,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.7805567180398127,2.6999999999999997,2.7805567180398127,5.3999999999999995,5.135120791345434,2.0295818891620936,1.2149692273452468,12.829581889162093,11.911203454770307,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.9819485131393457,2.7805567180398127,2.9819485131393457,2.7805567180398127,2.9819485131393457,5.135120791345434,0.22123023345173146,1.2149692273452468,9.167075772869769,11.911203454770307,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.7805567180398127,2.9819485131393457,2.7805567180398127,5.9638970262786914,5.135120791345434,2.6133360476685303,1.2149692273452468,14.541130100225914,11.911203454770307,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,0.6028215737430291,0.6028215737430291,11.402821573743028,11.402821573743028,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,0.6028215737430291,0.6028215737430291,11.402821573743028,11.402821573743028,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,0.6028215737430291,0.6028215737430291,11.402821573743028,11.402821573743028,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,5.9638970262786914,5.9638970262786914,1.9592873488888571,1.9592873488888571,13.88708140144624,13.88708140144624,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,5.3999999999999995,1.540971710042141,1.540971710042141,12.34097171004214,12.34097171004214,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.793982837713115,2.9819485131393457,2.793982837713115,5.9638970262786914,5.58796567542623,3.6774724180054785,2.831170862325943,15.605266470562862,14.007102213178404,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.793982837713115,2.6999999999999997,2.793982837713115,5.3999999999999995,5.58796567542623,3.3552005096251807,2.831170862325943,14.15520050962518,14.007102213178404,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.793982837713115,2.6999999999999997,2.793982837713115,5.3999999999999995,5.58796567542623,1.4608396593471693,2.831170862325943,12.260839659347168,14.007102213178404,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,2.6999999999999997,0.0,0.0,8.1,8.1,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2.9819485131393457,2.9819485131393457,2.9819485131393457,2.9819485131393457,5.9638970262786914,5.9638970262786914,3.9032056920230236,3.9032056920230236,15.830999744580406,15.830999744580406,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low
